# RESTAURANTS inside My Map circle (area1–area5)
# total=1769
# columns: name	area	address	maps_link	delivery_apps	zomato_search	swiggy_search	rating	reviews
# delivery_apps: known chains / meal_delivery / review heuristics; always verify via zomato_search & swiggy_search

name	area	address	maps_link	delivery_apps	zomato_search	swiggy_search	rating	reviews
JYOTHI CHINESE FOOD	area1	Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJuy3113GVyzsRT6wACeC4VgI	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=JYOTHI%20CHINESE%20FOOD	https://www.swiggy.com/search?query=JYOTHI%20CHINESE%20FOOD	4.3	3
KARTHIK TEA & SNACKS	area1	India	https://www.google.com/maps/place/?q=place_id:ChIJm4VGTX2WyzsRMcWRnAmYjcA	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=KARTHIK%20TEA%20%26%20SNACKS	https://www.swiggy.com/search?query=KARTHIK%20TEA%20%26%20SNACKS		
Kebab House	area1	996Q+QVH, Hydershakote Village Road, Raghuram Nagar Colony, Hydershakote	https://www.google.com/maps/place/?q=place_id:ChIJk0ODMneWyzsROn1iSysn2Wo	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Kebab%20House	https://www.swiggy.com/search?query=Kebab%20House	3	2
Kehdra vidya	area1	998H+2X8, Gandamguda	https://www.google.com/maps/place/?q=place_id:ChIJaVNoFwCVyzsR3ahC878nXj0	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Kehdra%20vidya	https://www.swiggy.com/search?query=Kehdra%20vidya		
KMC CHICKEN CENTER	area1	VILLA-27, Ibrahim Bagh, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJX7V1c8uVyzsReWHRRpGIQTU	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=KMC%20CHICKEN%20CENTER	https://www.swiggy.com/search?query=KMC%20CHICKEN%20CENTER	5	2
Lassi Corner	area1	Plot No 7, Himagiri Nagar Colony, Hydershakote Village Rd, Gandipet Mandal, Bandlaguda Jagir	https://www.google.com/maps/place/?q=place_id:ChIJxdjWG4WXyzsR_sYhS4ACjfg	Possibly on Zomato/Swiggy (100+ Google reviews) - verify	https://www.zomato.com/hyderabad/restaurants?q=Lassi%20Corner	https://www.swiggy.com/search?query=Lassi%20Corner	4.2	364
MANDI BIRYANI'S	area1	999J+Q8P, Gandhamguda Road, Gandamguda	https://www.google.com/maps/place/?q=place_id:ChIJE8wrKNSVyzsRe3vwjerSjf0	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=MANDI%20BIRYANI%27S	https://www.swiggy.com/search?query=MANDI%20BIRYANI%27S		
Masala Twist by Binny	area1	5-186, First Floor, Indra Reddy Nagar, Vikar Section Colony, Bandlaguda Jagir	https://www.google.com/maps/place/?q=place_id:ChIJZQWA1SKVyzsRefAM0DrU9t4	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Masala%20Twist%20by%20Binny	https://www.swiggy.com/search?query=Masala%20Twist%20by%20Binny	4.8	27
MBS cloud kitchen	area1	kk nagar, Gandamguda	https://www.google.com/maps/place/?q=place_id:ChIJ9w00KcGVyzsR4rS3hER-Now	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=MBS%20cloud%20kitchen	https://www.swiggy.com/search?query=MBS%20cloud%20kitchen	3.2	17
MH ROYAL CHICKEN AND WATER	area1	996G+3MM, road, Peeramcheru	https://www.google.com/maps/place/?q=place_id:ChIJJcuoKYOVyzsRG1l_oNQZSV0	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=MH%20ROYAL%20CHICKEN%20AND%20WATER	https://www.swiggy.com/search?query=MH%20ROYAL%20CHICKEN%20AND%20WATER	5	4
Mh Royal Chicken Center	area1	India	https://www.google.com/maps/place/?q=place_id:ChIJcfQ8ecSVyzsRgwRhmnj_xNc	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Mh%20Royal%20Chicken%20Center	https://www.swiggy.com/search?query=Mh%20Royal%20Chicken%20Center	5	2
Military Canteen	area1	99HR+5RQ, Ibrahim Bagh, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJByy7MK6XyzsRp9Bwi4hUfVs	Possibly listed - verify via Zomato/Swiggy search links	https://www.zomato.com/hyderabad/restaurants?q=Military%20Canteen	https://www.swiggy.com/search?query=Military%20Canteen	4.3	30
Mirchi Point	area1	99CG+23P, Sai Valmiki Nagar, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJEfirJgCVyzsRzdK9U2659KM	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Mirchi%20Point	https://www.swiggy.com/search?query=Mirchi%20Point		
MISTER TEA CUP	area1	999X+CFC, Hydershakote Village Road, Sun City	https://www.google.com/maps/place/?q=place_id:ChIJUVo7BQCXyzsRHEMVnpssoPs	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=MISTER%20TEA%20CUP	https://www.swiggy.com/search?query=MISTER%20TEA%20CUP	4	4
Mumma's Kitchen- Cloud Kitchen	area1	999J+X8G, Kknagar Phase-2 Colony, Hydershakote, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJU2UqMQCVyzsRZInpOK2raU0	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Mumma%27s%20Kitchen-%20Cloud%20Kitchen	https://www.swiggy.com/search?query=Mumma%27s%20Kitchen-%20Cloud%20Kitchen	5	27
N K CHAAT BANDA	area1	Snehita Hills, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJn8EpgCqVyzsRtW2R7pX8iVw	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=N%20K%20CHAAT%20BANDA	https://www.swiggy.com/search?query=N%20K%20CHAAT%20BANDA	4	5
Nandu's Fried Station 🐠🐓	area1	beside Aditya Multi Speciality Clinic, beside Hyderabad, Gandhamguda Road, KK Nagar, phase II, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJjxIm2G6VyzsRw_JRf6k5gaA	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Nandu%27s%20Fried%20Station%20%F0%9F%90%A0%F0%9F%90%93	https://www.swiggy.com/search?query=Nandu%27s%20Fried%20Station%20%F0%9F%90%A0%F0%9F%90%93	5	7
NEW AMRUTHA VILAS	area1	India	https://www.google.com/maps/place/?q=place_id:ChIJz4TeMtKVyzsR9pM9Xbmtrbc	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=NEW%20AMRUTHA%20VILAS	https://www.swiggy.com/search?query=NEW%20AMRUTHA%20VILAS		
New Deccan Bawarchi Restaurant	area1	Bandlaguda Jagir	https://www.google.com/maps/place/?q=place_id:ChIJB7vKqXqWyzsReF8kCIGfzLw	Likely on Zomato+Swiggy (known chain)	https://www.zomato.com/hyderabad/restaurants?q=New%20Deccan%20Bawarchi%20Restaurant	https://www.swiggy.com/search?query=New%20Deccan%20Bawarchi%20Restaurant	3.6	2186
Nice chicken Shop	area1	996P+CP5, West End Colony, Bandlaguda Jagir	https://www.google.com/maps/place/?q=place_id:ChIJKZfSa56XyzsRbFNtxYJ93AM	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Nice%20chicken%20Shop	https://www.swiggy.com/search?query=Nice%20chicken%20Shop	3	1
